code_module_x,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_assessment,number_of_assessments_taken,code_module_y,date_registration,date_unregistration,total_click_count,total_click_sum,total_click_average
CCC,2014B,489309,M,North Region,A Level or Equivalent,,35-55,0,120,N,Withdrawn,,,CCC,-17,-4,88,588,6.681818181818182
CCC,2014B,489929,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,78.75,4,CCC,-25,,486,1998,4.111111111111111
CCC,2014B,490024,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,72.5,8,CCC,-24,,442,1254,2.83710407239819
CCC,2014B,490081,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,75,N,Pass,88.41666666666667,12,CCC,-34,,532,2619,4.922932330827067
CCC,2014B,490282,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass,63.125,8,CCC,-213,,313,1155,3.6900958466453675
CCC,2014B,490297,M,Scotland,Lower Than A Level,10月20日,0-35,0,150,Y,Withdrawn,45.714285714285715,7,CCC,-10,100,425,855,2.011764705882353
CCC,2014B,490587,M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,41,2,CCC,-45,,158,690,4.367088607594937
EEE,2014B,490587,M,Wales,Lower Than A Level,20-30%,0-35,1,120,Y,Fail,41,2,CCC,-45,,158,690,4.367088607594937
CCC,2014B,490662,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,57.666666666666664,3,CCC,-40,,182,613,3.368131868131868
EEE,2014B,490662,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,57.666666666666664,3,CCC,-40,,182,613,3.368131868131868
CCC,2014B,490665,M,Scotland,HE Qualification,20-30%,0-35,0,120,Y,Withdrawn,,,CCC,-155,20,31,49,1.5806451612903225
CCC,2014B,490768,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,75.16666666666667,6,CCC,-246,39,974,3585,3.6806981519507187
CCC,2014B,490769,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,52.4,5,CCC,-155,178,179,826,4.614525139664805
CCC,2014B,491170,M,London Region,A Level or Equivalent,10月20日,0-35,0,30,N,Withdrawn,37.8,5,CCC,-93,207,535,1446,2.702803738317757
CCC,2014B,491232,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,,,CCC,-148,,26,35,1.3461538461538463
CCC,2014B,491742,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,4,1,CCC,-53,,51,171,3.3529411764705883
CCC,2014B,491843,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,Y,Withdrawn,62.666666666666664,3,CCC,-22,121,75,220,2.933333333333333
CCC,2014B,492357,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn,55.90909090909091,11,CCC,-71,104,1373,4904,3.571740713765477
CCC,2014B,492900,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,59.125,8,CCC,-67,,135,376,2.785185185185185
CCC,2014B,493793,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Withdrawn,83,12,CCC,-132,-52,539,2477,4.595547309833024
DDD,2014B,493793,M,South Region,A Level or Equivalent,40-50%,0-35,1,180,Y,Withdrawn,83,12,CCC,-132,-52,539,2477,4.595547309833024
CCC,2014B,493822,F,North Western Region,HE Qualification,20-30%,0-35,0,30,N,Withdrawn,41.5,2,CCC,-47,201,358,739,2.064245810055866
CCC,2014B,493988,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,94.25,4,CCC,-36,31,717,2989,4.168758716875872
CCC,2014B,494389,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Fail,89,1,CCC,-155,,213,309,1.4507042253521127
CCC,2014B,494919,F,Scotland,A Level or Equivalent,10月20日,0-35,0,60,Y,Pass,75.9375,16,CCC,-213,,1671,4205,2.516457211250748
CCC,2014B,495320,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,76.25,4,CCC,-155,,362,1391,3.842541436464088
CCC,2014B,496108,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,52.666666666666664,6,CCC,-75,45,534,2354,4.408239700374532
EEE,2014B,496108,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,52.666666666666664,6,CCC,-75,45,534,2354,4.408239700374532
CCC,2014B,497047,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,,,CCC,-156,-8,,,
EEE,2014B,497047,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,,,CCC,-156,-8,,,
CCC,2014B,497080,M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,33.5,2,CCC,-25,223,86,135,1.569767441860465
CCC,2014B,498043,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,87,3,CCC,-82,,74,246,3.324324324324324
CCC,2014B,498138,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,52.75,8,CCC,-148,,161,552,3.4285714285714284
CCC,2014B,498225,M,South Region,HE Qualification,70-80%,35-55,0,90,N,Withdrawn,,,CCC,-59,-4,11,17,1.5454545454545454
CCC,2014B,498741,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,30,N,Fail,42.25,8,CCC,-25,,128,488,3.8125
CCC,2014B,500001,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,,,CCC,-172,-129,,,
CCC,2014B,500006,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,58.875,16,CCC,-41,,452,823,1.8207964601769913
CCC,2014B,500189,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,74.15384615384616,13,CCC,-22,34,1015,3297,3.2482758620689656
CCC,2014B,500597,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,54.25,8,CCC,-22,,384,1919,4.997395833333333
CCC,2014B,501339,M,South West Region,Lower Than A Level,20-30%,0-35,0,30,Y,Withdrawn,88,2,CCC,-194,62,84,192,2.2857142857142856
CCC,2014B,501443,M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Fail,20.5,2,CCC,-150,,102,415,4.068627450980392
CCC,2014B,501652,F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,48,3,CCC,-62,,240,967,4.029166666666667
CCC,2014B,502465,M,North Western Region,A Level or Equivalent,10月20日,35-55,0,30,N,Pass,64.42857142857143,7,CCC,-192,,502,2326,4.633466135458168
CCC,2014B,502466,M,London Region,Lower Than A Level,0-10%,35-55,0,150,N,Withdrawn,19,1,CCC,-162,-60,390,798,2.046153846153846
CCC,2014B,502554,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,94.33333333333333,21,CCC,-17,,1291,2554,1.9783113865220758
CCC,2014B,502833,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,Fail,60.666666666666664,3,CCC,-136,,108,393,3.638888888888889
CCC,2014B,502868,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,69.75,8,CCC,-225,,433,1564,3.612009237875289
CCC,2014B,502929,M,London Region,Lower Than A Level,10月20日,35-55,0,60,N,Withdrawn,42.2,10,CCC,-96,220,500,1602,3.204
EEE,2014B,502929,M,London Region,Lower Than A Level,10月20日,35-55,0,60,N,Pass,42.2,10,CCC,-96,220,500,1602,3.204
CCC,2014B,503469,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,47.375,8,CCC,-108,,285,1556,5.459649122807018
CCC,2014B,503872,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,34.2,5,CCC,-16,110,148,599,4.047297297297297
EEE,2014B,503872,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,34.2,5,CCC,-16,110,148,599,4.047297297297297
CCC,2014B,504057,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,,,CCC,-12,125,71,173,2.436619718309859
CCC,2014B,505235,M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Withdrawn,80,2,CCC,-34,60,104,188,1.8076923076923077
CCC,2014B,505520,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,52.666666666666664,3,CCC,-25,143,49,181,3.693877551020408
CCC,2014B,505767,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,79.5,12,CCC,-75,,480,2180,4.541666666666667
EEE,2014B,505767,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Distinction,79.5,12,CCC,-75,,480,2180,4.541666666666667
CCC,2014B,505815,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Withdrawn,87,7,CCC,-61,58,321,905,2.8193146417445485
DDD,2014B,505815,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass,87,7,CCC,-61,58,321,905,2.8193146417445485
CCC,2014B,505967,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,100,1,CCC,-101,-7,62,179,2.8870967741935485
CCC,2014B,506206,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,88.625,8,CCC,-124,,1128,4999,4.431737588652482
CCC,2014B,506380,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,,,CCC,-157,27,5,7,1.4
CCC,2014B,507034,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,80.3,20,CCC,-45,,1366,5448,3.9882869692532945
CCC,2014B,507388,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Withdrawn,62.5,2,CCC,-22,214,66,249,3.772727272727273
CCC,2014B,507523,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,68.125,8,CCC,-155,,246,710,2.886178861788618
CCC,2014B,507671,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,78.33333333333333,3,CCC,-257,100,167,540,3.2335329341317367
CCC,2014B,507801,M,Yorkshire Region,A Level or Equivalent,10月20日,0-35,0,30,N,Withdrawn,,,CCC,-149,-8,1,3,3
CCC,2014B,508025,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,63.5,6,CCC,-286,33,1314,3496,2.660578386605784
CCC,2014B,508848,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,,,CCC,-244,-212,,,
CCC,2014B,509029,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,67.125,8,CCC,-89,,364,1234,3.39010989010989
CCC,2014B,509102,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,74,14,CCC,-253,,1683,4391,2.6090314913844326
CCC,2014B,509122,M,West Midlands Region,A Level or Equivalent,10月20日,0-35,0,30,N,Withdrawn,,,CCC,-242,67,,,
CCC,2014B,509183,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Distinction,93.5,4,CCC,-81,,767,3936,5.131681877444589
CCC,2014B,509649,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,55.4,5,CCC,-29,,165,426,2.581818181818182
CCC,2014B,509839,M,North Region,Post Graduate Qualification,,0-35,0,30,N,Pass,85.75,8,CCC,-165,,252,587,2.3293650793650795
CCC,2014B,510070,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,73.6,5,CCC,-47,198,337,1449,4.299703264094956
CCC,2014B,510694,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,67.6,5,CCC,-144,212,226,708,3.1327433628318584
CCC,2014B,510914,M,Wales,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,78.33333333333333,3,CCC,-179,136,209,788,3.770334928229665
CCC,2014B,511473,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,60.25,4,CCC,-103,,500,2534,5.068
CCC,2014B,511657,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,61.333333333333336,3,CCC,-22,,90,279,3.1
EEE,2014B,511657,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,61.333333333333336,3,CCC,-22,,90,279,3.1
CCC,2014B,512353,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail,38,2,CCC,-24,,34,135,3.9705882352941178
CCC,2014B,512475,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction,91.75,4,CCC,-22,,597,2055,3.442211055276382
CCC,2014B,512582,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,87.75,4,CCC,-136,142,138,627,4.543478260869565
CCC,2014B,513638,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,88.125,8,CCC,-40,,269,854,3.174721189591078
CCC,2014B,513854,M,East Anglian Region,Lower Than A Level,10月20日,35-55,0,90,N,Withdrawn,80.15384615384616,13,CCC,-234,-98,1406,3604,2.5633001422475106
CCC,2014B,513934,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,73.5,2,CCC,-25,156,340,890,2.6176470588235294
CCC,2014B,513969,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,81.375,8,CCC,-114,-54,109,283,2.596330275229358
CCC,2014B,513997,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,,,CCC,-268,-29,,,
CCC,2014B,514000,M,East Midlands Region,A Level or Equivalent,10月20日,0-35,0,30,N,Fail,80,1,CCC,-22,,37,178,4.8108108108108105
CCC,2014B,514186,F,Scotland,HE Qualification,50-60%,35-55,0,90,Y,Fail,10,1,CCC,-25,,151,490,3.2450331125827816
CCC,2014B,515046,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,88.04761904761905,21,CCC,-192,,1757,4744,2.7000569151963574
CCC,2014B,515107,M,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,73.125,8,CCC,-232,,796,2066,2.5954773869346734
CCC,2014B,515278,M,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,60,1,CCC,-61,,55,301,5.472727272727273
CCC,2014B,515515,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,64,3,CCC,-29,,158,592,3.7468354430379747
CCC,2014B,515774,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,81,9,CCC,-191,,813,3277,4.030750307503075
CCC,2014B,515936,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,27,3,CCC,-10,201,125,362,2.896
CCC,2014B,516024,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,62.8,5,CCC,-171,,447,1504,3.364653243847875
CCC,2014B,516238,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,93.25,12,CCC,-179,,759,2544,3.3517786561264824
EEE,2014B,516238,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,93.25,12,CCC,-179,,759,2544,3.3517786561264824
CCC,2014B,516496,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass,69,8,CCC,-22,,189,584,3.0899470899470898
CCC,2014B,516685,M,West Midlands Region,A Level or Equivalent,10月20日,0-35,0,60,N,Withdrawn,20,1,CCC,-113,49,99,350,3.5353535353535355
CCC,2014B,516726,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,87.14285714285714,7,CCC,-24,,322,883,2.7422360248447206
CCC,2014B,517999,F,North Region,Lower Than A Level,,35-55,0,40,N,Distinction,97.75,8,CCC,-25,,1435,4984,3.473170731707317
CCC,2014B,518116,M,South Region,Lower Than A Level,10月20日,0-35,0,60,N,Fail,54,1,CCC,-66,,124,311,2.5080645161290325
EEE,2014B,518116,M,South Region,Lower Than A Level,10月20日,0-35,0,60,N,Fail,54,1,CCC,-66,,124,311,2.5080645161290325
CCC,2014B,518330,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,,,CCC,-131,-8,6,13,2.1666666666666665
DDD,2014B,518330,F,South West Region,A Level or Equivalent,60-70%,0-35,1,90,N,Withdrawn,,,CCC,-131,-8,6,13,2.1666666666666665
CCC,2014B,518363,M,South East Region,HE Qualification,80-90%,0-35,0,150,N,Pass,73.75,4,CCC,-85,,329,1515,4.604863221884498
CCC,2014B,518862,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,78.125,8,CCC,-255,,301,962,3.1960132890365447
CCC,2014B,519544,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,59,7,CCC,-200,,218,711,3.261467889908257
CCC,2014B,519589,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,20,1,CCC,-47,,83,249,3
EEE,2014B,519589,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,20,1,CCC,-47,,83,249,3
CCC,2014B,520332,M,Scotland,A Level or Equivalent,10月20日,0-35,0,60,N,Withdrawn,72.25,4,CCC,-62,-12,811,2090,2.5770653514180024
CCC,2014B,520377,F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,70.75,8,CCC,-141,,888,2914,3.2815315315315314
CCC,2014B,520588,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,64,8,CCC,-44,,727,2298,3.160935350756534
CCC,2014B,521051,M,North Western Region,A Level or Equivalent,10月20日,0-35,0,60,N,Pass,65.71428571428571,7,CCC,-304,,208,553,2.6586538461538463
CCC,2014B,521297,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,47,4,CCC,-129,,792,2307,2.912878787878788
CCC,2014B,521542,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,,,CCC,-124,,6,13,2.1666666666666665
CCC,2014B,521601,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,,,CCC,-36,17,33,69,2.090909090909091
CCC,2014B,521614,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,99,8,CCC,-57,,1021,3335,3.266405484818805
CCC,2014B,522312,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,74.42857142857143,14,CCC,-240,,806,2081,2.5818858560794045
CCC,2014B,522484,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,55.25,8,CCC,-170,,358,1276,3.564245810055866
CCC,2014B,522682,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,20,1,CCC,-116,90,30,54,1.8
CCC,2014B,523061,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,56.5,8,CCC,-66,,452,1795,3.9712389380530975
EEE,2014B,523061,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,56.5,8,CCC,-66,,452,1795,3.9712389380530975
CCC,2014B,523079,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,74.5,8,CCC,-25,,267,848,3.1760299625468167
CCC,2014B,523239,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,49.75,4,CCC,-81,51,148,423,2.858108108108108
CCC,2014B,523271,F,Wales,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,,,CCC,-120,23,32,110,3.4375
CCC,2014B,523335,M,Ireland,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,70.93333333333334,15,CCC,-52,167,462,1705,3.6904761904761907
CCC,2014B,523710,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,30,1,CCC,-93,,69,285,4.130434782608695
CCC,2014B,524128,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,88.625,8,CCC,-190,,1077,4723,4.385329619312906
CCC,2014B,524295,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,78.5,4,CCC,-117,,551,2692,4.885662431941924
CCC,2014B,524378,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,85.85,20,CCC,-193,,1341,3794,2.8292319164802384
CCC,2014B,524386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,76.25,4,CCC,-138,,99,295,2.9797979797979797
EEE,2014B,524386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,76.25,4,CCC,-138,,99,295,2.9797979797979797
CCC,2014B,525332,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,63.55555555555556,9,CCC,-29,,356,1338,3.758426966292135
EEE,2014B,525332,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,63.55555555555556,9,CCC,-29,,356,1338,3.758426966292135
CCC,2014B,525832,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,78.66666666666667,6,CCC,-198,,880,3209,3.646590909090909
CCC,2014B,526073,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,57.25,8,CCC,-88,110,519,1772,3.414258188824663
CCC,2014B,526235,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,45.5,10,CCC,-127,223,252,1037,4.115079365079365
CCC,2014B,526547,F,Wales,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,30,1,CCC,-114,33,49,151,3.0816326530612246
CCC,2014B,526564,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,57.333333333333336,6,CCC,-43,222,743,3212,4.323014804845222
CCC,2014B,526876,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,57.75,8,CCC,-204,,547,1576,2.881170018281536
CCC,2014B,526927,M,Scotland,A Level or Equivalent,10月20日,0-35,0,120,N,Pass,81.6875,16,CCC,-93,,945,3108,3.2888888888888888
CCC,2014B,527771,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,83.33333333333333,3,CCC,-121,,244,1148,4.704918032786885
EEE,2014B,527771,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,83.33333333333333,3,CCC,-121,,244,1148,4.704918032786885
CCC,2014B,527826,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction,98.5,8,CCC,-92,,1683,7549,4.48544266191325
CCC,2014B,527964,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,81.375,8,CCC,-12,,316,946,2.9936708860759493
CCC,2014B,528021,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,84,5,CCC,-221,143,355,1423,4.0084507042253525
CCC,2014B,528023,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,36,5,CCC,-24,,81,385,4.753086419753086
CCC,2014B,528066,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass,79.25,4,CCC,-17,,510,2173,4.26078431372549
CCC,2014B,528083,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,73.8,5,CCC,-75,19,478,1960,4.100418410041841
CCC,2014B,528892,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,57.142857142857146,14,CCC,-171,,655,1343,2.050381679389313
CCC,2014B,529025,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,79.85714285714286,21,CCC,-100,,1517,4359,2.873434410019776
CCC,2014B,529073,M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,57,5,CCC,-144,101,266,802,3.0150375939849625
CCC,2014B,529078,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail,67.42857142857143,21,CCC,-25,,888,2548,2.869369369369369
CCC,2014B,529153,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,10,1,CCC,-144,33,42,206,4.904761904761905
CCC,2014B,529434,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,45.875,8,CCC,-95,,190,540,2.8421052631578947
CCC,2014B,530113,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,60,1,CCC,-17,32,53,192,3.6226415094339623
CCC,2014B,530270,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,,,CCC,-208,-95,32,55,1.71875
CCC,2014B,530481,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,68,1,CCC,-29,212,8,9,1.125
CCC,2014B,530650,M,London Region,HE Qualification,10月20日,0-35,0,90,N,Pass,71.625,8,CCC,-57,,261,479,1.8352490421455938
CCC,2014B,530936,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,16,3,CCC,-17,225,104,251,2.4134615384615383
CCC,2014B,531047,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,52.07142857142857,14,CCC,-264,44,1098,2896,2.6375227686703098
CCC,2014B,531075,M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,19.25,4,CCC,-232,80,347,848,2.4438040345821324
CCC,2014B,532020,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,72.16666666666667,12,CCC,-197,,861,2180,2.531939605110337
CCC,2014B,532252,M,Ireland,Lower Than A Level,,35-55,0,30,N,Withdrawn,,,CCC,-92,-5,9,18,2
CCC,2014B,532350,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass,75,4,CCC,-129,,342,2437,7.125730994152047
CCC,2014B,532440,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Withdrawn,74.375,8,CCC,-186,-8,518,2275,4.391891891891892
CCC,2014B,532531,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,48,7,CCC,-5,,187,634,3.390374331550802
EEE,2014B,532531,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,48,7,CCC,-5,,187,634,3.390374331550802
CCC,2014B,532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,52.523809523809526,21,CCC,-116,58,1445,4560,3.1557093425605536
CCC,2014B,532718,M,North Western Region,HE Qualification,20-30%,35-55,0,30,N,Pass,85.5,18,CCC,-141,,518,1221,2.357142857142857
CCC,2014B,532859,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Fail,10,1,CCC,-124,,78,176,2.2564102564102564
CCC,2014B,533004,M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Fail,71.5,10,CCC,-151,,522,987,1.8908045977011494
CCC,2014B,533311,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,94.5,4,CCC,-25,4,527,2006,3.806451612903226
CCC,2014B,534047,M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn,,,CCC,-110,19,6,10,1.6666666666666667
CCC,2014B,534074,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,,,CCC,-34,115,32,89,2.78125
CCC,2014B,535047,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,75,8,CCC,-28,,122,613,5.024590163934426
CCC,2014B,535590,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,,,CCC,-149,-18,,,
CCC,2014B,535682,M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail,0,1,CCC,-36,,16,67,4.1875
CCC,2014B,536032,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,72.57142857142857,14,CCC,-29,,225,576,2.56
CCC,2014B,536170,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,96.23809523809524,21,CCC,-54,,3030,8459,2.791749174917492
CCC,2014B,536261,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,83.75,20,CCC,-304,,437,1118,2.5583524027459954
CCC,2014B,536435,M,North Western Region,A Level or Equivalent,10月20日,0-35,0,90,N,Fail,83.66666666666667,3,CCC,-148,,363,1332,3.669421487603306
